Cargo Type,Port ID,Port Profile Name,Reporting Year,Trade Type,Units,Percent Change,Volume
CONTAINER (USACE),4410,Port of Kahului,2017,TOTAL,Container TEUs,-0.514103426,"137,975.05"
CONTAINER (USACE),4410,Port of Kahului,2018,EMPTY,Container TEUs,4.705158484,"53,763.90"
CONTAINER (USACE),4410,Port of Kahului,2018,EXPORTS,Container TEUs,4.209496474,"14,498.25"
CONTAINER (USACE),4410,Port of Kahului,2018,IMPORTS,Container TEUs,3.09360382,"74,964.05"
CONTAINER (USACE),4410,Port of Kahului,2018,TOTAL,Container TEUs,3.805862522,"143,226.19"
CONTAINER (USACE),4420,Port of Honolulu,2015,EMPTY,Container TEUs,0,"288,864"
CONTAINER (USACE),4420,Port of Honolulu,2015,EXPORTS,Container TEUs,0,"324,589"
CONTAINER (USACE),4420,Port of Honolulu,2015,IMPORTS,Container TEUs,0,"473,318"
CONTAINER (USACE),4420,Port of Honolulu,2015,TOTAL,Container TEUs,0,"1,086,771"
CONTAINER (USACE),4420,Port of Honolulu,2016,EMPTY,Container TEUs,0.124279938,"289,223"
CONTAINER (USACE),4420,Port of Honolulu,2016,EXPORTS,Container TEUs,-5.180079639,"307,775.03"
CONTAINER (USACE),4420,Port of Honolulu,2016,IMPORTS,Container TEUs,-18.29675028,"386,716.19"
CONTAINER (USACE),4420,Port of Honolulu,2016,TOTAL,Container TEUs,-9.482839531,"983,714.25"
CONTAINER (USACE),4420,Port of Honolulu,2017,EMPTY,Container TEUs,-2.060520775,"283,263.50"
CONTAINER (USACE),4420,Port of Honolulu,2017,EXPORTS,Container TEUs,0.912029799,"310,582.03"
CONTAINER (USACE),4420,Port of Honolulu,2017,IMPORTS,Container TEUs,30.16837768,"503,382.19"
CONTAINER (USACE),4420,Port of Honolulu,2017,TOTAL,Container TEUs,11.53927576,"1,097,227.75"
CONTAINER (USACE),4420,Port of Honolulu,2018,EMPTY,Container TEUs,7.315394959,"303,985.34"
CONTAINER (USACE),4420,Port of Honolulu,2018,EXPORTS,Container TEUs,2.94752039,"319,736.50"
CONTAINER (USACE),4420,Port of Honolulu,2018,IMPORTS,Container TEUs,2.501677714,"515,975.19"
CONTAINER (USACE),4420,Port of Honolulu,2018,TOTAL,Container TEUs,3.87059569,"1,139,697"
CONTAINER (USACE),4644,Port of Portland,2015,EMPTY,Container TEUs,0,677
CONTAINER (USACE),4644,Port of Portland,2015,EXPORTS,Container TEUs,0,"7,897"
CONTAINER (USACE),4644,Port of Portland,2015,IMPORTS,Container TEUs,0,"8,038"
CONTAINER (USACE),4644,Port of Portland,2015,TOTAL,Container TEUs,0,"16,612"
CONTAINER (USACE),4720,Port of Tacoma,2015,EMPTY,Container TEUs,0,"40,508"
CONTAINER (USACE),4720,Port of Tacoma,2015,EXPORTS,Container TEUs,0,"720,292"
CONTAINER (USACE),4720,Port of Tacoma,2015,IMPORTS,Container TEUs,0,"926,218"
CONTAINER (USACE),4720,Port of Tacoma,2015,TOTAL,Container TEUs,0,"1,687,018"
CONTAINER (USACE),4720,Port of Tacoma,2016,EMPTY,Container TEUs,43.14111178,"57,983.60"
CONTAINER (USACE),4720,Port of Tacoma,2016,EXPORTS,Container TEUs,6.609689195,"767,901.06"
CONTAINER (USACE),4720,Port of Tacoma,2016,IMPORTS,Container TEUs,8.863835296,"1,008,316.44"
CONTAINER (USACE),4720,Port of Tacoma,2016,TOTAL,Container TEUs,8.724454926,"1,834,201.13"
CONTAINER (USACE),4720,Port of Tacoma,2017,EMPTY,Container TEUs,15.16635698,"66,777.60"
CONTAINER (USACE),4720,Port of Tacoma,2017,EXPORTS,Container TEUs,-11.03639898,"683,152.44"
CONTAINER (USACE),4720,Port of Tacoma,2017,IMPORTS,Container TEUs,-15.91291131,"847,863.94"
CONTAINER (USACE),4720,Port of Tacoma,2017,TOTAL,Container TEUs,-12.88883328,"1,597,794"
CONTAINER (USACE),4720,Port of Tacoma,2018,EMPTY,Container TEUs,14.99881897,"76,793.45"
CONTAINER (USACE),4720,Port of Tacoma,2018,EXPORTS,Container TEUs,4.974109457,"717,133.19"
CONTAINER (USACE),4720,Port of Tacoma,2018,IMPORTS,Container TEUs,-1.515123705,"835,017.75"
CONTAINER (USACE),4720,Port of Tacoma,2018,TOTAL,Container TEUs,1.94958643,"1,628,944.38"
CONTAINER (USACE),4722,Port of Seattle,2015,EMPTY,Container TEUs,0,"163,616"
CONTAINER (USACE),4722,Port of Seattle,2015,EXPORTS,Container TEUs,0,"518,352"
CONTAINER (USACE),4722,Port of Seattle,2015,IMPORTS,Container TEUs,0,"554,596"
CONTAINER (USACE),4722,Port of Seattle,2015,TOTAL,Container TEUs,0,"1,236,564"
CONTAINER (USACE),4722,Port of Seattle,2016,EMPTY,Container TEUs,4.816250428,"171,496.16"
CONTAINER (USACE),4722,Port of Seattle,2016,EXPORTS,Container TEUs,4.793677848,"543,200.13"
CONTAINER (USACE),4722,Port of Seattle,2016,IMPORTS,Container TEUs,-3.153872368,"537,104.75"
CONTAINER (USACE),4722,Port of Seattle,2016,TOTAL,Container TEUs,1.232204722,"1,251,801"
CONTAINER (USACE),4722,Port of Seattle,2017,EMPTY,Container TEUs,-17.0847306,"142,196.50"
CONTAINER (USACE),4722,Port of Seattle,2017,EXPORTS,Container TEUs,3.216275493,"560,670.94"
CONTAINER (USACE),4722,Port of Seattle,2017,IMPORTS,Container TEUs,18.6930366,"637,505.94"
CONTAINER (USACE),4722,Port of Seattle,2017,TOTAL,Container TEUs,7.075595482,"1,340,373.38"
CONTAINER (USACE),4722,Port of Seattle,2018,EMPTY,Container TEUs,12.64429856,"160,176.25"
CONTAINER (USACE),4722,Port of Seattle,2018,EXPORTS,Container TEUs,-2.604524601,"546,068.13"
CONTAINER (USACE),4722,Port of Seattle,2018,IMPORTS,Container TEUs,20.66972906,"769,276.69"
CONTAINER (USACE),4722,Port of Seattle,2018,TOTAL,Container TEUs,10.0828342,"1,475,521"
CONTAINER (USACE),4800,Port of Ketchikan,2015,EMPTY,Container TEUs,0,"48,596"
CONTAINER (USACE),4800,Port of Ketchikan,2015,EXPORTS,Container TEUs,0,"71,480"
CONTAINER (USACE),4800,Port of Ketchikan,2015,IMPORTS,Container TEUs,0,"20,777"
CONTAINER (USACE),4800,Port of Ketchikan,2015,TOTAL,Container TEUs,0,"140,853"
CONTAINER (USACE),4800,Port of Ketchikan,2016,EMPTY,Container TEUs,11.39527624,"54,133.65"
CONTAINER (USACE),4800,Port of Ketchikan,2016,EXPORTS,Container TEUs,-7.720057177,"65,961.70"
CONTAINER (USACE),4800,Port of Ketchikan,2016,IMPORTS,Container TEUs,0.391781248,"20,858.40"
CONTAINER (USACE),4800,Port of Ketchikan,2016,TOTAL,Container TEUs,0.071528473,"140,953.75"
CONTAINER (USACE),4800,Port of Ketchikan,2017,EMPTY,Container TEUs,-15.57469094,"45,702.50"
CONTAINER (USACE),4800,Port of Ketchikan,2017,EXPORTS,Container TEUs,-0.849510464,"65,401.35"
CONTAINER (USACE),4800,Port of Ketchikan,2017,IMPORTS,Container TEUs,3.436986426,"21,575.30"
CONTAINER (USACE),4800,Port of Ketchikan,2017,TOTAL,Container TEUs,-5.870431755,"132,679.16"
CONTAINER (USACE),4800,Port of Ketchikan,2018,EMPTY,Container TEUs,22.47907664,"55,976"
CONTAINER (USACE),4800,Port of Ketchikan,2018,EXPORTS,Container TEUs,2.140783847,"66,801.45"
CONTAINER (USACE),4800,Port of Ketchikan,2018,IMPORTS,Container TEUs,2.961249285,"22,214.20"
CONTAINER (USACE),4800,Port of Ketchikan,2018,TOTAL,Container TEUs,9.279905257,"144,991.66"
CONTAINER (USACE),4810,Port of Juneau,2015,EMPTY,Container TEUs,0,"44,656"
CONTAINER (USACE),4810,Port of Juneau,2015,EXPORTS,Container TEUs,0,"28,004"
CONTAINER (USACE),4810,Port of Juneau,2015,IMPORTS,Container TEUs,0,"76,945"
CONTAINER (USACE),4810,Port of Juneau,2015,TOTAL,Container TEUs,0,"149,605"
CONTAINER (USACE),4810,Port of Juneau,2016,EMPTY,Container TEUs,-13.51845391,"38,619.20"
CONTAINER (USACE),4810,Port of Juneau,2016,EXPORTS,Container TEUs,-5.865052207,"26,361.55"
CONTAINER (USACE),4810,Port of Juneau,2016,IMPORTS,Container TEUs,-9.31002867,"69,781.40"
CONTAINER (USACE),4810,Port of Juneau,2016,TOTAL,Container TEUs,-9.921355369,"134,762.16"
CONTAINER (USACE),4810,Port of Juneau,2017,EMPTY,Container TEUs,-5.764751276,"36,392.90"
CONTAINER (USACE),4810,Port of Juneau,2017,EXPORTS,Container TEUs,-21.40484995,"20,718.90"
CONTAINER (USACE),4810,Port of Juneau,2017,IMPORTS,Container TEUs,0.666512237,"70,246.50"
CONTAINER (USACE),4810,Port of Juneau,2017,TOTAL,Container TEUs,-5.494019689,"127,358.30"
CONTAINER (USACE),4810,Port of Juneau,2018,EMPTY,Container TEUs,9.417230468,"39,820.10"
CONTAINER (USACE),4810,Port of Juneau,2018,EXPORTS,Container TEUs,9.88710772,"22,767.40"
CONTAINER (USACE),4810,Port of Juneau,2018,IMPORTS,Container TEUs,-1.348966226,"69,298.90"
CONTAINER (USACE),4810,Port of Juneau,2018,TOTAL,Container TEUs,3.555409824,"131,886.41"
CONTAINER (USACE),4816,Port of Valdez,2015,EMPTY,Container TEUs,0,615
CONTAINER (USACE),4816,Port of Valdez,2015,EXPORTS,Container TEUs,0,"2,219"
CONTAINER (USACE),4816,Port of Valdez,2015,IMPORTS,Container TEUs,0,"1,280"
CONTAINER (USACE),4816,Port of Valdez,2015,TOTAL,Container TEUs,0,"4,114"
CONTAINER (USACE),4820,Port of Anchorage,2015,EMPTY,Container TEUs,0,"40,624"
CONTAINER (USACE),4820,Port of Anchorage,2015,EXPORTS,Container TEUs,0,"75,627"
CONTAINER (USACE),4820,Port of Anchorage,2015,IMPORTS,Container TEUs,0,"244,903"
CONTAINER (USACE),4820,Port of Anchorage,2015,TOTAL,Container TEUs,0,"361,154"
CONTAINER (USACE),4820,Port of Anchorage,2016,EMPTY,Container TEUs,42.91846992,"58,059.20"
CONTAINER (USACE),4820,Port of Anchorage,2016,EXPORTS,Container TEUs,-5.893459836,"71,169.95"
CONTAINER (USACE),4820,Port of Anchorage,2016,IMPORTS,Container TEUs,-16.02295729,"205,662.30"
CONTAINER (USACE),4820,Port of Anchorage,2016,TOTAL,Container TEUs,-7.271845944,"334,891.44"
CONTAINER (USACE),4820,Port of Anchorage,2017,EMPTY,Container TEUs,15.0844353,"66,817.10"
CONTAINER (USACE),4820,Port of Anchorage,2017,EXPORTS,Container TEUs,-2.216744821,"69,592.30"
CONTAINER (USACE),4820,Port of Anchorage,2017,IMPORTS,Container TEUs,-0.579803648,"204,469.86"
CONTAINER (USACE),4820,Port of Anchorage,2017,TOTAL,Container TEUs,1.787986144,"340,879.25"
CONTAINER (USACE),4820,Port of Anchorage,2018,EMPTY,Container TEUs,12.56608965,"75,213.40"
CONTAINER (USACE),4820,Port of Anchorage,2018,EXPORTS,Container TEUs,-4.065239799,"66,763.20"
CONTAINER (USACE),4820,Port of Anchorage,2018,IMPORTS,Container TEUs,1.455073872,"207,445.05"
CONTAINER (USACE),4820,Port of Anchorage,2018,TOTAL,Container TEUs,2.505991872,"349,421.66"
DRY BULK,4110,Port of Long Beach,2015,DOMESTIC,Short Tons,0,"246,276"
DRY BULK,4110,Port of Long Beach,2015,EXPORTS,Short Tons,0,"6,288,192"
DRY BULK,4110,Port of Long Beach,2015,FOREIGN,Short Tons,0,"6,749,559"
DRY BULK,4110,Port of Long Beach,2015,IMPORTS,Short Tons,0,"461,367"
DRY BULK,4110,Port of Long Beach,2015,TOTAL,Short Tons,0,"6,995,835"
DRY BULK,4110,Port of Long Beach,2016,DOMESTIC,Short Tons,12.64841073,"277,426"
DRY BULK,4110,Port of Long Beach,2016,EXPORTS,Short Tons,3.150126459,"6,486,278"
DRY BULK,4110,Port of Long Beach,2016,FOREIGN,Short Tons,7.972891266,"7,287,694"
DRY BULK,4110,Port of Long Beach,2016,IMPORTS,Short Tons,73.70488136,"801,417"
DRY BULK,4110,Port of Long Beach,2016,TOTAL,Short Tons,8.137484661,"7,565,120"
DRY BULK,4110,Port of Long Beach,2017,DOMESTIC,Short Tons,-1.055777036,"274,497"
DRY BULK,4110,Port of Long Beach,2017,EXPORTS,Short Tons,18.75752165,"7,702,943"
DRY BULK,4110,Port of Long Beach,2017,FOREIGN,Short Tons,20.25204406,"8,763,601"
DRY BULK,4110,Port of Long Beach,2017,IMPORTS,Short Tons,32.34782891,"1,060,658"
DRY BULK,4110,Port of Long Beach,2017,TOTAL,Short Tons,19.47064951,"9,038,098"
DRY BULK,4110,Port of Long Beach,2018,DOMESTIC,Short Tons,-7.271846323,"254,536"
DRY BULK,4110,Port of Long Beach,2018,EXPORTS,Short Tons,6.70202285,"8,219,196"
DRY BULK,4110,Port of Long Beach,2018,FOREIGN,Short Tons,11.90315488,"9,806,746"
DRY BULK,4110,Port of Long Beach,2018,IMPORTS,Short Tons,49.67605015,"1,587,551"
DRY BULK,4110,Port of Long Beach,2018,TOTAL,Short Tons,11.32078895,"10,061,282"
DRY BULK,4120,Port of Los Angeles,2015,DOMESTIC,Short Tons,0,"190,997"
DRY BULK,4120,Port of Los Angeles,2015,EXPORTS,Short Tons,0,"1,138,417"
DRY BULK,4120,Port of Los Angeles,2015,FOREIGN,Short Tons,0,"3,053,510"
DRY BULK,4120,Port of Los Angeles,2015,IMPORTS,Short Tons,0,"1,915,093"
DRY BULK,4120,Port of Los Angeles,2015,TOTAL,Short Tons,0,"3,244,507"
DRY BULK,4120,Port of Los Angeles,2016,DOMESTIC,Short Tons,34.92149091,"257,696"
DRY BULK,4120,Port of Los Angeles,2016,EXPORTS,Short Tons,-26.45225783,"837,280"
DRY BULK,4120,Port of Los Angeles,2016,FOREIGN,Short Tons,-15.59533128,"2,577,305"
DRY BULK,4120,Port of Los Angeles,2016,IMPORTS,Short Tons,-9.141488168,"1,740,025"
DRY BULK,4120,Port of Los Angeles,2016,TOTAL,Short Tons,-12.62151692,"2,835,001"
DRY BULK,4120,Port of Los Angeles,2017,DOMESTIC,Short Tons,-71.40040979,"73,700"
DRY BULK,4120,Port of Los Angeles,2017,EXPORTS,Short Tons,35.12910854,"1,131,409"
DRY BULK,4120,Port of Los Angeles,2017,FOREIGN,Short Tons,14.99236606,"2,963,704"
DRY BULK,4120,Port of Los Angeles,2017,IMPORTS,Short Tons,5.302797374,"1,832,295"
DRY BULK,4120,Port of Los Angeles,2017,TOTAL,Short Tons,7.139433108,"3,037,404"
DRY BULK,4120,Port of Los Angeles,2018,DOMESTIC,Short Tons,395.734057,"365,356"
DRY BULK,4120,Port of Los Angeles,2018,EXPORTS,Short Tons,-2.296870539,"1,105,422"
DRY BULK,4120,Port of Los Angeles,2018,FOREIGN,Short Tons,2.468836294,"3,036,873"
DRY BULK,4120,Port of Los Angeles,2018,IMPORTS,Short Tons,5.41157401,"1,931,451"
DRY BULK,4120,Port of Los Angeles,2018,TOTAL,Short Tons,12.0110792,"3,402,229"
DRY BULK,4345,Port of Oakland,2015,DOMESTIC,Short Tons,0,"335,725"
DRY BULK,4345,Port of Oakland,2015,EXPORTS,Short Tons,0,"695,798"
DRY BULK,4345,Port of Oakland,2015,FOREIGN,Short Tons,0,"705,071"
DRY BULK,4345,Port of Oakland,2015,IMPORTS,Short Tons,0,"9,273"
DRY BULK,4345,Port of Oakland,2015,TOTAL,Short Tons,0,"1,040,796"
DRY BULK,4345,Port of Oakland,2016,DOMESTIC,Short Tons,25.66147889,"421,877"
DRY BULK,4345,Port of Oakland,2016,EXPORTS,Short Tons,-13.24292395,"603,654"
DRY BULK,4345,Port of Oakland,2016,FOREIGN,Short Tons,-14.38394148,"603,654"
DRY BULK,4345,Port of Oakland,2016,IMPORTS,Short Tons,-100,0
DRY BULK,4345,Port of Oakland,2016,TOTAL,Short Tons,-1.466665898,"1,025,531"
DRY BULK,4345,Port of Oakland,2017,DOMESTIC,Short Tons,-2.330063028,"412,047"
DRY BULK,4345,Port of Oakland,2017,EXPORTS,Short Tons,34.33556309,"810,922"
DRY BULK,4345,Port of Oakland,2017,FOREIGN,Short Tons,36.837493,"826,025"
DRY BULK,4345,Port of Oakland,2017,IMPORTS,Short Tons,0,"15,102"
DRY BULK,4345,Port of Oakland,2017,TOTAL,Short Tons,20.72497077,"1,238,072"
DRY BULK,4345,Port of Oakland,2018,DOMESTIC,Short Tons,9.308404138,"450,402"
DRY BULK,4345,Port of Oakland,2018,EXPORTS,Short Tons,-1.423194833,"799,381"
DRY BULK,4345,Port of Oakland,2018,FOREIGN,Short Tons,-3.22036258,"799,424"
DRY BULK,4345,Port of Oakland,2018,IMPORTS,Short Tons,-99.7152695,43
DRY BULK,4345,Port of Oakland,2018,TOTAL,Short Tons,0.949379358,"1,249,826"
DRY BULK,4350,Port of Richmond (CA),2015,DOMESTIC,Short Tons,0,"61,364"
DRY BULK,4350,Port of Richmond (CA),2015,EXPORTS,Short Tons,0,"1,781,985"
DRY BULK,4350,Port of Richmond (CA),2015,FOREIGN,Short Tons,0,"2,246,030"
DRY BULK,4350,Port of Richmond (CA),2015,IMPORTS,Short Tons,0,"464,045"
DRY BULK,4350,Port of Richmond (CA),2015,TOTAL,Short Tons,0,"2,307,394"
DRY BULK,4350,Port of Richmond (CA),2016,DOMESTIC,Short Tons,-95.84935793,"2,547"
DRY BULK,4350,Port of Richmond (CA),2016,EXPORTS,Short Tons,-47.35550524,"938,117"
DRY BULK,4350,Port of Richmond (CA),2016,FOREIGN,Short Tons,-33.5834784,"1,491,735"
DRY BULK,4350,Port of Richmond (CA),2016,IMPORTS,Short Tons,19.30265384,"553,618"
DRY BULK,4350,Port of Richmond (CA),2016,TOTAL,Short Tons,-35.23940861,"1,494,282"
DRY BULK,4350,Port of Richmond (CA),2017,DOMESTIC,Short Tons,108.598351,"5,313"
DRY BULK,4350,Port of Richmond (CA),2017,EXPORTS,Short Tons,105.9203703,"1,931,774"
DRY BULK,4350,Port of Richmond (CA),2017,FOREIGN,Short Tons,87.77852635,"2,801,158"
DRY BULK,4350,Port of Richmond (CA),2017,IMPORTS,Short Tons,57.03698218,"869,385"
DRY BULK,4350,Port of Richmond (CA),2017,TOTAL,Short Tons,87.81401369,"2,806,471"
DRY BULK,4350,Port of Richmond (CA),2018,DOMESTIC,Short Tons,-38.07641634,"3,290"
DRY BULK,4350,Port of Richmond (CA),2018,EXPORTS,Short Tons,9.039411443,"2,106,395"
DRY BULK,4350,Port of Richmond (CA),2018,FOREIGN,Short Tons,11.9798669,"3,136,733"
DRY BULK,4350,Port of Richmond (CA),2018,IMPORTS,Short Tons,18.51343191,"1,030,338"
DRY BULK,4350,Port of Richmond (CA),2018,TOTAL,Short Tons,11.8851041,"3,140,023"
DRY BULK,4410,Port of Kahului,2015,DOMESTIC,Short Tons,0,"3,225,930"
DRY BULK,4410,Port of Kahului,2015,EXPORTS,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2015,FOREIGN,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2015,IMPORTS,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2015,TOTAL,Short Tons,0,"3,225,930"
DRY BULK,4410,Port of Kahului,2016,DOMESTIC,Short Tons,5.949850121,"3,417,868"
DRY BULK,4410,Port of Kahului,2016,EXPORTS,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2016,FOREIGN,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2016,IMPORTS,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2016,TOTAL,Short Tons,5.949850121,"3,417,868"
DRY BULK,4410,Port of Kahului,2017,DOMESTIC,Short Tons,-6.377484444,"3,199,894"
DRY BULK,4410,Port of Kahului,2017,EXPORTS,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2017,FOREIGN,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2017,IMPORTS,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2017,TOTAL,Short Tons,-6.377484444,"3,199,894"
DRY BULK,4410,Port of Kahului,2018,DOMESTIC,Short Tons,-0.480422164,"3,184,521"
DRY BULK,4410,Port of Kahului,2018,EXPORTS,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2018,FOREIGN,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2018,IMPORTS,Short Tons,0,0
DRY BULK,4410,Port of Kahului,2018,TOTAL,Short Tons,-0.480422164,"3,184,521"
DRY BULK,4420,Port of Honolulu,2015,DOMESTIC,Short Tons,0,"9,050,631"
DRY BULK,4420,Port of Honolulu,2015,EXPORTS,Short Tons,0,0
DRY BULK,4420,Port of Honolulu,2015,FOREIGN,Short Tons,0,99
DRY BULK,4420,Port of Honolulu,2015,IMPORTS,Short Tons,0,99
DRY BULK,4420,Port of Honolulu,2015,TOTAL,Short Tons,0,"9,050,730"
DRY BULK,4420,Port of Honolulu,2016,DOMESTIC,Short Tons,1.328327274,"9,170,853"
DRY BULK,4420,Port of Honolulu,2016,EXPORTS,Short Tons,0,0
DRY BULK,4420,Port of Honolulu,2016,FOREIGN,Short Tons,"37,558.59","37,282"
DRY BULK,4420,Port of Honolulu,2016,IMPORTS,Short Tons,"37,558.59","37,282"
DRY BULK,4420,Port of Honolulu,2016,TOTAL,Short Tons,1.739141484,"9,208,135"
DRY BULK,4420,Port of Honolulu,2017,DOMESTIC,Short Tons,-2.004589977,"8,987,015"
DRY BULK,4420,Port of Honolulu,2017,EXPORTS,Short Tons,0,986
DRY BULK,4420,Port of Honolulu,2017,FOREIGN,Short Tons,-97.29091787,"1,010"
DRY BULK,4420,Port of Honolulu,2017,IMPORTS,Short Tons,-99.93294351,25
DRY BULK,4420,Port of Honolulu,2017,TOTAL,Short Tons,-2.390386327,"8,988,025"
DRY BULK,4420,Port of Honolulu,2018,DOMESTIC,Short Tons,2.848520894,"9,243,012"
DRY BULK,4420,Port of Honolulu,2018,EXPORTS,Short Tons,-100,0
DRY BULK,4420,Port of Honolulu,2018,FOREIGN,Short Tons,"7,588.42","77,653"
DRY BULK,4420,Port of Honolulu,2018,IMPORTS,Short Tons,"310,512","77,653"
DRY BULK,4420,Port of Honolulu,2018,TOTAL,Short Tons,3.700924285,"9,320,665"
DRY BULK,4622,Port of Longview,2015,DOMESTIC,Short Tons,0,"1,510,614"
DRY BULK,4622,Port of Longview,2015,EXPORTS,Short Tons,0,"8,596,430"
DRY BULK,4622,Port of Longview,2015,FOREIGN,Short Tons,0,"9,128,346"
DRY BULK,4622,Port of Longview,2015,IMPORTS,Short Tons,0,"531,917"
DRY BULK,4622,Port of Longview,2015,TOTAL,Short Tons,0,"10,638,960"
DRY BULK,4622,Port of Longview,2016,DOMESTIC,Short Tons,-12.70781285,"1,318,648"
DRY BULK,4622,Port of Longview,2016,EXPORTS,Short Tons,28.62227692,"11,056,924"
DRY BULK,4622,Port of Longview,2016,FOREIGN,Short Tons,24.18676943,"11,336,198"
DRY BULK,4622,Port of Longview,2016,IMPORTS,Short Tons,-47.49669591,"279,274"
DRY BULK,4622,Port of Longview,2016,TOTAL,Short Tons,18.94814907,"12,654,846"
DRY BULK,4622,Port of Longview,2017,DOMESTIC,Short Tons,-1.102568692,"1,304,109"
DRY BULK,4622,Port of Longview,2017,EXPORTS,Short Tons,3.863787071,"11,484,140"
DRY BULK,4622,Port of Longview,2017,FOREIGN,Short Tons,3.571929495,"11,741,119"
DRY BULK,4622,Port of Longview,2017,IMPORTS,Short Tons,-7.982841224,"256,980"
DRY BULK,4622,Port of Longview,2017,TOTAL,Short Tons,3.084841965,"13,045,228"
DRY BULK,4622,Port of Longview,2018,DOMESTIC,Short Tons,-6.478522884,"1,219,622"
DRY BULK,4622,Port of Longview,2018,EXPORTS,Short Tons,3.032007621,"11,832,340"
DRY BULK,4622,Port of Longview,2018,FOREIGN,Short Tons,3.549627595,"12,157,885"
DRY BULK,4622,Port of Longview,2018,IMPORTS,Short Tons,26.68106467,"325,545"
DRY BULK,4622,Port of Longview,2018,TOTAL,Short Tons,2.547130644,"13,377,507"
DRY BULK,4626,Port of Kalama,2015,DOMESTIC,Short Tons,0,"940,737"
DRY BULK,4626,Port of Kalama,2015,EXPORTS,Short Tons,0,"11,814,117"
DRY BULK,4626,Port of Kalama,2015,FOREIGN,Short Tons,0,"12,258,649"
DRY BULK,4626,Port of Kalama,2015,IMPORTS,Short Tons,0,"444,532"
DRY BULK,4626,Port of Kalama,2015,TOTAL,Short Tons,0,"13,199,386"
DRY BULK,4626,Port of Kalama,2016,DOMESTIC,Short Tons,24.66544847,"1,172,774"
DRY BULK,4626,Port of Kalama,2016,EXPORTS,Short Tons,16.9765798,"13,819,750"
DRY BULK,4626,Port of Kalama,2016,FOREIGN,Short Tons,14.88122386,"14,082,886"
DRY BULK,4626,Port of Kalama,2016,IMPORTS,Short Tons,-40.80606121,"263,136"
DRY BULK,4626,Port of Kalama,2016,TOTAL,Short Tons,15.57855797,"15,255,660"
DRY BULK,4626,Port of Kalama,2017,DOMESTIC,Short Tons,-12.00188613,"1,032,019"
DRY BULK,4626,Port of Kalama,2017,EXPORTS,Short Tons,-2.286184627,"13,503,805"
DRY BULK,4626,Port of Kalama,2017,FOREIGN,Short Tons,-2.129542198,"13,782,985"
DRY BULK,4626,Port of Kalama,2017,IMPORTS,Short Tons,6.097227289,"279,180"
DRY BULK,4626,Port of Kalama,2017,TOTAL,Short Tons,-2.88847549,"14,815,004"
DRY BULK,4626,Port of Kalama,2018,DOMESTIC,Short Tons,0.549602284,"1,037,691"
DRY BULK,4626,Port of Kalama,2018,EXPORTS,Short Tons,5.578420304,"14,257,104"
DRY BULK,4626,Port of Kalama,2018,FOREIGN,Short Tons,5.639990176,"14,560,344"
DRY BULK,4626,Port of Kalama,2018,IMPORTS,Short Tons,8.618095852,"303,240"
DRY BULK,4626,Port of Kalama,2018,TOTAL,Short Tons,5.285391756,"15,598,035"
DRY BULK,4644,Port of Portland,2015,DOMESTIC,Short Tons,0,"3,927,612"
DRY BULK,4644,Port of Portland,2015,EXPORTS,Short Tons,0,"7,326,109"
DRY BULK,4644,Port of Portland,2015,FOREIGN,Short Tons,0,"8,900,378"
DRY BULK,4644,Port of Portland,2015,IMPORTS,Short Tons,0,"1,574,269"
DRY BULK,4644,Port of Portland,2015,TOTAL,Short Tons,0,"12,827,990"
DRY BULK,4644,Port of Portland,2016,DOMESTIC,Short Tons,12.90771594,"4,434,577"
DRY BULK,4644,Port of Portland,2016,EXPORTS,Short Tons,23.20370882,"9,026,038"
DRY BULK,4644,Port of Portland,2016,FOREIGN,Short Tons,19.17747763,"10,607,246"
DRY BULK,4644,Port of Portland,2016,IMPORTS,Short Tons,0.440776005,"1,581,208"
DRY BULK,4644,Port of Portland,2016,TOTAL,Short Tons,17.25783229,"15,041,823"
DRY BULK,4644,Port of Portland,2017,DOMESTIC,Short Tons,-0.089411008,"4,430,612"
DRY BULK,4644,Port of Portland,2017,EXPORTS,Short Tons,33.06408637,"12,010,415"
DRY BULK,4644,Port of Portland,2017,FOREIGN,Short Tons,29.80341929,"13,768,568"
DRY BULK,4644,Port of Portland,2017,IMPORTS,Short Tons,11.19049486,"1,758,153"
DRY BULK,4644,Port of Portland,2017,TOTAL,Short Tons,20.9905209,"18,199,180"
DRY BULK,4644,Port of Portland,2018,DOMESTIC,Short Tons,-12.99493163,"3,854,857"
DRY BULK,4644,Port of Portland,2018,EXPORTS,Short Tons,-10.75290904,"10,718,946"
DRY BULK,4644,Port of Portland,2018,FOREIGN,Short Tons,-10.52044773,"12,320,053"
DRY BULK,4644,Port of Portland,2018,IMPORTS,Short Tons,-8.932499049,"1,601,106"
